"SESSIONID","EXERCISEID","SETS","REPS","WORKOUT"
12157,4,5,15,"Triceps dips"
12158,41,5,24,"Barbell squats"
12159,6,4,21,"Pull-ups"
12160,55,4,19,"Bird dog"
12161,28,4,23,"Lateral raises"
12162,31,4,17,"Russian twists"
12163,49,4,16,"Barbell curls"
12164,24,4,17,"Seated calf raises"
12165,37,4,25,"Plate pinch"
12166,48,4,22,"Bent-over rows"
12167,35,4,21,"Bent-over lateral raises"
12168,11,5,19,"Romanian deadlifts"
12169,33,5,21,"Face pulls"
12170,12,5,20,"Bird dog"
12171,31,5,25,"Towel pull-up"
12172,54,5,16,"Crunches"
12173,11,5,24,"Incline cable crossovers"
12174,44,4,22,"Seated calf raises"
12175,21,5,24,"Dumbbell curls"
12176,21,4,21,"Overhead triceps extensions"
12177,22,4,15,"Preacher curls"
12178,55,5,22,"Incline dumbbell flyes"
12179,38,5,23,"Incline cable crossovers"
12180,38,5,22,"Bird dog"
12181,17,4,15,"Bent-over lateral raises"
12182,29,5,24,"Incline dumbbell flyes"
12183,36,4,17,"Concentration curls"
12184,42,5,19,"Triceps pushdowns"
12185,46,5,21,"Standing calf raises"
12186,19,5,17,"Military press"
12187,31,5,15,"Decline cable crossovers"
12188,19,4,15,"Barbell hip thrusts"
12189,49,4,20,"Leg raises"
12190,35,5,15,"Seated calf raises"
12191,36,4,18,"Skull crushers"
12192,36,3,20,"Barbell squats"
12193,16,4,25,"Concentration curls"
12194,22,5,15,"Cable crossovers"
12195,47,4,19,"Bent-over lateral raises"
12196,26,4,16,"Leg raises"
12197,15,4,23,"Bent-over lateral raises"
12198,55,5,19,"Leg curls"
12199,5,5,21,"Lateral raises"
12200,21,5,18,"Decline cable crossovers"
12201,28,5,15,"Leg curls"
12202,13,5,20,"Chest flyes"
12203,52,5,24,"Decline cable crossovers"
12204,40,4,19,"Russian twists"
12205,45,4,23,"Incline cable crossovers"
12206,4,4,16,"Plank"
12207,2,4,22,"Leg extensions"
12208,50,4,22,"Plate pinch"
12209,20,5,22,"Towel pull-up"
12210,40,5,15,"Towel pull-up"
12211,14,5,24,"Decline dumbbell flyes"
12212,25,4,24,"Bent-over rows"
12213,25,4,21,"Hammer curls"
12214,27,5,25,"Russian twists"
12215,40,4,24,"Pull-ups"
12216,12,4,17,"Decline dumbbell press"
12217,8,5,19,"Russian twists"
12218,35,4,25,"Bicycle crunches"
12219,19,4,24,"Triceps pushdowns"
12220,4,4,17,"Leg curls"
12221,7,4,17,"Seated cable rows"
12222,22,4,17,"Decline cable crossovers"
12223,25,5,18,"Russian twists"
12224,31,4,17,"Triceps pushdowns"
12225,47,4,10,"Overhead triceps extensions"
10580,48,5,15,"Dumbbell rows"
10581,2,4,20,"Decline cable crossovers"
10582,29,4,15,"Lateral raises"
10583,28,4,23,"Leg curls"
10584,47,4,25,"Incline cable crossovers"
10585,17,5,22,"Close-grip bench press"
10586,53,3,5,"Face pulls"
10587,5,5,23,"Leg extensions"
10588,31,5,15,"Skull crushers"
10589,53,5,24,"Wrist extension"
10590,15,4,17,"Barbell hip thrusts"
10591,55,4,15,"Overhead triceps extensions"
10592,18,4,15,"Bicep Curls"
10593,41,4,20,"Lateral raises"
10594,2,5,22,"Decline dumbbell press"
10595,7,3,10,"Barbell curls"
10596,33,5,21,"Barbell rows"
10597,52,4,24,"Face pulls"
10598,38,4,16,"Military press"
10599,21,5,19,"Barbell hip thrusts"
10600,8,5,25,"Bent-over lateral raises"
10601,22,5,20,"Leg press"
10602,46,4,18,"Skull crushers"
10603,10,4,24,"Fat grip dumbbell curl"
10604,46,4,15,"Wrist curl"
10605,27,4,21,"Decline dumbbell press"
10606,47,5,24,"Wrist curl"
10607,16,4,16,"Cable crossovers"
10608,52,3,15,"Chest flyes"
10609,48,4,22,"Hammer curl"
10610,9,4,21,"Bent-over rows"
10611,1,5,18,"Decline dumbbell flyes"
10612,10,4,23,"Hammer curls"
10613,33,4,17,"Donkey kicks"
10614,17,5,17,"Bird dog"
10615,43,4,21,"Standing calf raises"
10616,31,4,21,"Decline dumbbell flyes"
10617,26,5,21,"Triceps dips"
10618,46,3,12,"Triceps dips"
10619,37,4,18,"Towel pull-up"
10620,50,5,22,"Bird dog"
10621,19,4,16,"Incline cable crossovers"
10622,19,4,20,"Incline cable crossovers"
10623,49,5,20,"Barbell squats"
10624,1,4,17,"Leg curls"
10625,35,4,16,"Bent-over rows"
10626,9,5,21,"Concentration curls"
10627,30,4,17,"Pull-ups"
10628,36,5,17,"Triceps dips"
10629,36,5,20,"Donkey kicks"
10630,44,4,24,"Crunches"
10631,44,5,19,"Barbell rows"
10632,55,5,19,"Pull-ups"
10633,32,5,25,"Incline dumbbell press"
10634,11,4,25,"Barbell curls"
10635,28,4,23,"Triceps pushdowns"
10636,38,5,17,"Leg curls"
10637,36,4,22,"Dumbbell front raises"
10638,12,4,16,"Plate pinch"
10639,3,4,17,"Hammer curls"
10640,25,5,16,"Barbell curls"
10641,41,5,24,"Bird dog"
10642,51,5,16,"Barbell hip thrusts"
10643,28,5,20,"Leg press"
10644,33,5,22,"Lateral raises"
10645,51,5,23,"Decline dumbbell press"
10646,49,5,16,"Decline dumbbell press"
10647,13,5,25,"Hammer curl"
10648,35,5,24,"Decline dumbbell flyes"
10649,15,5,17,"Crunches"
10650,20,5,25,"Leg extensions"
10651,41,5,24,"Dumbbell front raises"
10652,4,5,25,"Incline dumbbell press"
10653,43,4,18,"Barbell curls"
10654,50,4,18,"Preacher curls"
10655,11,5,18,"Military press"
10656,22,4,15,"Wrist extension"
10657,43,4,21,"Bird dog"
10658,54,5,15,"Standing calf raises"
10659,2,4,15,"Barbell curls"
10660,46,5,24,"Dumbbell curls"
10661,6,4,20,"Leg press"
10662,14,5,20,"Chest flyes"
10663,19,4,16,"Barbell hip thrusts"
10664,22,5,17,"Triceps pushdowns"
10665,49,5,21,"Hanging leg raises"
10666,1,5,16,"Towel pull-up"
10667,32,4,23,"Dumbbell front raises"
10668,7,4,22,"Dumbbell rows"
10669,39,3,10,"Dumbbell flyes"
10670,18,4,25,"Face pulls"
10671,44,5,22,"Face pulls"
10672,39,5,20,"Leg press"
10673,12,5,25,"Wrist extension"
10674,5,3,12,"Barbell rows"
10675,48,4,18,"Triceps pushdowns"
10676,8,4,17,"Decline cable crossovers"
10677,4,4,21,"Leg curls"
10678,50,5,19,"Military press"
10679,32,4,21,"Fat grip dumbbell curl"
10680,49,5,18,"Leg curls"
10681,32,4,15,"Bicep Curls"
10682,7,5,24,"Bent-over lateral raises"
10683,41,4,23,"Hanging leg raises"
10684,2,5,19,"Dumbbell front raises"
10685,13,5,19,"Decline dumbbell flyes"
10686,48,5,15,"Incline dumbbell flyes"
10687,13,4,23,"Leg extensions"
10688,33,5,18,"Dumbbell flyes"
10689,4,4,23,"Lateral raises"
10690,49,5,16,"Incline dumbbell press"
10691,1,5,24,"Dumbbell curls"
10692,5,4,22,"Cable crossovers"
10693,46,5,20,"Leg extensions"
10694,51,5,16,"Decline cable crossovers"
10695,10,4,20,"Cable crossovers"
10696,47,4,24,"Bird dog"
10697,13,5,16,"Decline dumbbell flyes"
10698,18,5,22,"Leg extensions"
10699,13,5,18,"Close-grip bench press"
10700,53,5,19,"Barbell curls"
10701,42,5,24,"Decline dumbbell press"
10702,32,4,17,"Incline dumbbell press"
10703,16,4,22,"Hammer curls"
10704,22,4,20,"Bicycle crunches"
10705,23,4,20,"Crunches"
10706,45,5,16,"Close-grip bench press"
10707,40,5,24,"Donkey kicks"
10708,2,5,15,"Leg curls"
10709,45,5,16,"Incline dumbbell press"
10710,46,4,20,"Incline dumbbell flyes"
10711,19,4,24,"Triceps dips"
10712,18,5,19,"Decline dumbbell press"
10713,9,5,15,"Leg extensions"
10714,30,4,15,"Fat grip dumbbell curl"
10715,31,5,23,"Incline dumbbell flyes"
10716,10,5,21,"Bicep Curls"
10717,54,4,20,"Pull-ups"
10718,47,4,25,"Overhead triceps extensions"
10719,39,3,30,"Barbell curls"
10720,39,5,22,"Russian twists"
10721,32,4,17,"Leg raises"
10722,16,5,24,"Leg raises"
10723,47,5,15,"Seated cable rows"
10724,17,5,25,"Leg press"
10725,6,4,15,"Decline cable crossovers"
10726,26,5,22,"Crunches"
10727,11,4,20,"Dumbbell flyes"
10728,30,4,21,"Concentration curls"
10729,13,5,18,"Preacher curls"
10730,52,4,21,"Barbell rows"
10731,30,5,24,"Cable crossovers"
10732,38,5,22,"Face pulls"
10733,19,4,17,"Concentration curls"
10734,10,5,23,"Hyperextensions"
10735,28,5,21,"Leg extensions"
10736,7,5,24,"Barbell curls"
10737,30,5,25,"Cable crossovers"
10738,54,5,18,"Plank"
10739,50,5,18,"Bent-over lateral raises"
10740,55,4,16,"Decline dumbbell flyes"
10741,38,4,25,"Lateral raises"
10742,35,4,23,"Bicep Curls"
10743,30,5,21,"Concentration curls"
10744,28,5,25,"Bent-over lateral raises"
10745,25,4,24,"Russian twists"
10746,17,4,15,"Romanian deadlifts"
10747,36,5,19,"Dumbbell curls"
10748,35,5,15,"Preacher curls"
10749,55,3,10,"Plank"
10750,23,5,23,"Leg press"
10751,35,5,20,"Incline dumbbell flyes"
10752,42,5,24,"Dumbbell flyes"
10753,25,4,22,"Barbell curls"
10754,3,4,23,"Russian twists"
10755,52,5,15,"Bird dog"
10756,40,5,18,"Towel pull-up"
10757,9,4,16,"Military press"
10758,49,4,18,"Pull-ups"
10759,39,4,18,"Romanian deadlifts"
10760,53,4,16,"Donkey kicks"
10761,35,4,17,"Barbell hip thrusts"
10762,38,4,19,"Seated calf raises"
10763,11,5,23,"Donkey kicks"
10764,25,4,16,"Cable crossovers"
10765,6,4,19,"Pull-ups"
10766,36,5,16,"Incline dumbbell flyes"
10767,18,5,20,"Hyperextensions"
10768,10,4,16,"Leg curls"
10769,47,4,24,"Towel pull-up"
10770,21,4,23,"Lateral raises"
10771,16,4,23,"Wrist extension"
10772,20,5,18,"Bird dog"
10773,34,5,20,"Decline cable crossovers"
10774,21,4,15,"Wrist curl"
10775,33,4,15,"Romanian deadlifts"
10776,7,4,23,"Lateral raises"
10777,11,4,15,"Hammer curls"
10778,55,5,16,"Donkey kicks"
10779,36,5,24,"Romanian deadlifts"
10780,2,4,21,"Dumbbell front raises"
10781,34,5,16,"Decline dumbbell flyes"
10782,48,5,23,"Seated calf raises"
10783,53,3,20,"Leg press"
10784,55,5,23,"Fat grip dumbbell curl"
10785,22,4,17,"Barbell rows"
10786,39,4,19,"Fat grip dumbbell curl"
10787,43,5,16,"Wrist curl"
10788,7,5,21,"Decline dumbbell press"
10789,38,5,16,"Fat grip dumbbell curl"
10790,31,4,16,"Barbell rows"
10791,16,4,19,"Incline cable crossovers"
10792,9,4,25,"Face pulls"
10793,28,5,17,"Decline dumbbell flyes"
10794,53,5,19,"Bent-over lateral raises"
10795,33,4,21,"Military press"
10796,40,4,25,"Leg curls"
10797,4,4,16,"Decline dumbbell press"
10798,28,5,16,"Incline dumbbell flyes"
10799,1,4,25,"Leg press"
10800,1,4,16,"Russian twists"
10801,45,4,23,"Decline dumbbell press"
10802,16,5,21,"Hammer curls"
10803,1,4,15,"Russian twists"
10804,13,4,20,"Wrist extension"
10805,7,4,17,"Skull crushers"
10806,5,5,17,"Overhead triceps extensions"
10807,7,4,16,"Incline dumbbell flyes"
10808,17,4,25,"Chest flyes"
10809,52,5,20,"Hyperextensions"
10810,54,5,20,"Standing calf raises"
10811,6,4,16,"Pull-ups"
10812,26,5,19,"Seated cable rows"
10813,28,5,23,"Barbell squats"
10814,38,5,16,"Leg press"
10815,34,5,15,"Preacher curls"
10816,41,4,17,"Skull crushers"
10817,35,5,24,"Barbell rows"
10818,15,4,18,"Barbell hip thrusts"
10819,26,4,20,"Bicycle crunches"
10820,21,5,20,"Preacher curls"
10821,23,4,19,"Decline dumbbell flyes"
10822,55,4,16,"Incline dumbbell press"
10823,48,5,17,"Bent-over lateral raises"
10824,3,4,15,"Bent-over lateral raises"
10825,21,5,16,"Skull crushers"
10826,34,5,17,"Decline cable crossovers"
10827,15,4,22,"Wrist curl"
10828,47,4,18,"Romanian deadlifts"
10829,1,4,23,"Dumbbell front raises"
10830,18,4,15,"Hammer curls"
10831,19,5,17,"Decline dumbbell press"
10832,29,4,24,"Barbell curls"
10833,1,5,25,"Towel pull-up"
10834,25,4,20,"Incline cable crossovers"
10835,50,4,24,"Wrist curl"
10836,49,5,20,"Hanging leg raises"
10837,50,5,22,"Close-grip bench press"
10838,36,4,17,"Chest flyes"
10839,35,4,18,"Hyperextensions"
10840,38,4,17,"Skull crushers"
10841,41,4,23,"Incline dumbbell flyes"
10842,55,4,23,"Bicep Curls"
10843,5,5,22,"Dumbbell front raises"
10844,21,5,22,"Overhead triceps extensions"
10845,15,5,22,"Bicep Curls"
10846,47,4,22,"Plate pinch"
10847,7,4,22,"Wrist curl"
10848,50,5,21,"Standing calf raises"
10849,29,5,21,"Decline dumbbell flyes"
10850,44,4,16,"Romanian deadlifts"
10851,29,4,19,"Russian twists"
10852,37,4,16,"Plate pinch"
10853,49,4,15,"Bicycle crunches"
10854,38,4,23,"Bent-over lateral raises"
10855,30,4,16,"Triceps dips"
10856,37,5,22,"Skull crushers"
10857,11,5,22,"Wrist extension"
10858,38,4,25,"Romanian deadlifts"
10859,51,5,17,"Bird dog"
10860,51,5,16,"Wrist extension"
10861,47,5,17,"Triceps dips"
10862,23,4,23,"Decline cable crossovers"
10863,24,4,20,"Military press"
10864,6,4,19,"Seated cable rows"
10865,12,5,20,"Incline cable crossovers"
10866,38,5,16,"Barbell curls"
10867,14,4,23,"Barbell squats"
10868,49,4,18,"Fat grip dumbbell curl"
10869,26,5,24,"Fat grip dumbbell curl"
10870,48,5,21,"Bird dog"
10871,43,5,24,"Decline dumbbell press"
10872,31,5,24,"Hammer curls"
10873,10,4,22,"Donkey kicks"
10874,38,3,10,"Decline dumbbell press"
10875,36,5,15,"Incline dumbbell flyes"
10876,6,4,20,"Triceps pushdowns"
10877,2,4,16,"Wrist extension"
10878,24,4,19,"Leg press"
10879,48,5,15,"Military press"
10880,16,5,16,"Military press"
10881,4,4,24,"Barbell curls"
10882,14,5,24,"Close-grip bench press"
10883,1,5,18,"Romanian deadlifts"
10884,12,5,16,"Towel pull-up"
10885,52,4,19,"Decline dumbbell press"
10886,12,5,15,"Concentration curls"
10887,6,5,23,"Seated cable rows"
10888,4,4,22,"Preacher curls"
10889,3,4,15,"Dumbbell flyes"
10890,49,4,25,"Face pulls"
10891,19,5,23,"Triceps dips"
10892,40,4,25,"Triceps dips"
10893,13,5,22,"Incline cable crossovers"
10894,1,4,22,"Standing calf raises"
10895,45,5,25,"Bird dog"
10896,47,5,22,"Leg press"
10897,39,5,24,"Towel pull-up"
10898,18,4,15,"Barbell squats"
10899,34,4,22,"Dumbbell front raises"
10900,11,4,15,"Chest flyes"
10901,21,5,16,"Leg extensions"
10902,36,4,15,"Hammer curls"
10903,48,4,15,"Decline dumbbell flyes"
10904,52,4,20,"Wrist curl"
10905,52,5,18,"Towel pull-up"
10906,4,5,20,"Crunches"
10907,44,5,22,"Bent-over lateral raises"
10908,37,5,25,"Leg press"
10909,39,5,17,"Incline dumbbell flyes"
10910,24,5,22,"Wrist extension"
10911,41,4,21,"Plank"
10912,33,4,17,"Leg press"
10913,35,5,15,"Hammer curls"
10914,19,5,25,"Romanian deadlifts"
10915,40,5,22,"Romanian deadlifts"
10916,28,5,21,"Decline cable crossovers"
10917,36,5,25,"Barbell hip thrusts"
10918,11,4,15,"Incline dumbbell flyes"
10919,39,5,16,"Donkey kicks"
10920,2,5,20,"Wrist curl"
10921,40,5,18,"Russian twists"
10922,14,4,16,"Romanian deadlifts"
10923,34,4,24,"Concentration curls"
10924,1,5,17,"Incline cable crossovers"
10925,27,5,21,"Fat grip dumbbell curl"
10926,51,4,24,"Skull crushers"
10927,32,5,16,"Decline dumbbell flyes"
10928,35,4,21,"Triceps pushdowns"
10929,49,4,25,"Triceps dips"
10930,8,5,16,"Hanging leg raises"
10931,6,4,20,"Military press"
10932,8,5,17,"Pull-ups"
10933,26,5,15,"Barbell rows"
10934,5,5,17,"Overhead triceps extensions"
10935,53,5,20,"Standing calf raises"
10936,29,4,20,"Russian twists"
10937,8,4,23,"Barbell rows"
10938,34,5,19,"Dumbbell rows"
10939,51,5,22,"Chest flyes"
10940,18,5,20,"Standing calf raises"
10941,11,5,16,"Hammer curls"
10942,3,5,18,"Bent-over lateral raises"
10943,27,4,18,"Standing calf raises"
10944,18,5,22,"Decline dumbbell press"
10945,7,4,19,"Crunches"
10946,24,5,19,"Bent-over lateral raises"
10947,43,4,18,"Decline dumbbell flyes"
10948,24,4,16,"Triceps pushdowns"
10949,32,5,23,"Dumbbell flyes"
10950,43,4,16,"Triceps pushdowns"
10951,29,4,19,"Fat grip dumbbell curl"
10952,6,4,25,"Bicep Curls"
10953,51,4,17,"Leg curls"
10954,31,5,22,"Bicep Curls"
10955,37,4,22,"Hammer curl"
10956,55,4,19,"Crunches"
10957,15,5,19,"Hyperextensions"
10958,51,5,15,"Hammer curl"
10959,54,5,15,"Hyperextensions"
10960,47,4,24,"Leg extensions"
10961,13,4,20,"Triceps dips"
10962,5,4,22,"Leg curls"
10963,34,5,21,"Military press"
10964,27,5,22,"Wrist extension"
10965,10,5,21,"Incline dumbbell press"
10966,23,5,21,"Seated cable rows"
10967,9,4,20,"Face pulls"
10968,35,5,20,"Leg raises"
10969,19,5,25,"Bicycle crunches"
10970,20,5,19,"Barbell hip thrusts"
10971,23,3,5,"Dumbbell curls"
10972,27,5,25,"Triceps dips"
10973,47,5,15,"Leg extensions"
10974,19,5,23,"Bicycle crunches"
10975,20,5,25,"Military press"
10976,42,5,19,"Lateral raises"
10977,46,3,15,"Leg raises"
10978,55,4,21,"Leg extensions"
10979,10,5,18,"Plank"
10980,39,4,25,"Hammer curls"
10981,16,4,23,"Towel pull-up"
10982,2,4,20,"Standing calf raises"
10983,20,4,17,"Bicep Curls"
10984,40,4,21,"Skull crushers"
10985,5,4,21,"Preacher curls"
10986,48,5,20,"Pull-ups"
10987,20,4,21,"Hyperextensions"
10988,37,5,16,"Bird dog"
10989,21,4,20,"Romanian deadlifts"
10990,54,5,19,"Dumbbell curls"
10991,47,5,23,"Romanian deadlifts"
10992,23,4,18,"Wrist curl"
10993,12,5,24,"Decline dumbbell flyes"
10994,52,4,23,"Overhead triceps extensions"
10995,30,3,12,"Lateral raises"
10996,43,5,25,"Dumbbell flyes"
10997,2,4,16,"Leg raises"
10998,36,3,8,"Hammer curls"
10999,8,5,18,"Hammer curl"
11000,34,5,23,"Cable crossovers"
11001,27,5,20,"Hyperextensions"
11002,14,4,18,"Seated cable rows"
11003,35,4,22,"Seated calf raises"
11004,19,5,24,"Standing calf raises"
11005,48,4,17,"Lateral raises"
11006,23,4,15,"Dumbbell curls"
11007,18,5,15,"Incline cable crossovers"
11008,35,5,16,"Incline dumbbell flyes"
11009,14,5,20,"Hammer curls"
11010,55,5,18,"Bent-over rows"
11011,45,5,24,"Decline dumbbell flyes"
11012,36,4,24,"Hanging leg raises"
11013,21,5,15,"Triceps dips"
11014,48,5,18,"Romanian deadlifts"
11015,51,5,23,"Chest flyes"
11016,28,5,20,"Bird dog"
11017,52,4,19,"Fat grip dumbbell curl"
11018,20,5,20,"Decline dumbbell press"
11019,4,5,21,"Bicycle crunches"
11020,47,5,16,"Donkey kicks"
11021,44,5,18,"Bicycle crunches"
11022,6,5,17,"Barbell squats"
11023,25,4,24,"Concentration curls"
11024,36,4,16,"Seated cable rows"
11025,44,4,16,"Preacher curls"
11026,13,3,12,"Face pulls"
11027,21,4,17,"Bicycle crunches"
11028,50,5,15,"Seated calf raises"
11029,23,5,25,"Hammer curl"
11030,52,4,23,"Crunches"
11031,34,4,23,"Preacher curls"
11032,53,5,19,"Seated calf raises"
11033,12,4,17,"Hammer curl"
11034,45,4,22,"Triceps pushdowns"
11035,16,5,24,"Triceps pushdowns"
11036,11,4,21,"Wrist extension"
11037,12,5,23,"Wrist curl"
11038,21,4,19,"Decline dumbbell flyes"
11039,13,5,16,"Dumbbell front raises"
11040,6,4,21,"Skull crushers"
11041,5,5,16,"Plate pinch"
11042,45,4,16,"Hanging leg raises"
11043,6,4,18,"Cable crossovers"
11044,49,4,19,"Towel pull-up"
11045,25,4,17,"Donkey kicks"
11046,32,5,21,"Towel pull-up"
11047,34,4,18,"Leg curls"
11048,22,5,24,"Triceps pushdowns"
11049,34,4,19,"Towel pull-up"
11050,50,4,19,"Leg curls"
11051,22,4,15,"Russian twists"
11052,39,5,23,"Fat grip dumbbell curl"
11053,24,5,19,"Triceps dips"
11054,8,5,21,"Dumbbell rows"
11055,55,5,18,"Donkey kicks"
11056,35,5,15,"Incline dumbbell flyes"
11057,41,5,24,"Triceps dips"
11058,42,4,22,"Cable crossovers"
11059,41,5,15,"Wrist curl"
11060,48,4,21,"Preacher curls"
11061,43,5,22,"Incline cable crossovers"
11062,49,5,15,"Leg raises"
11063,43,4,24,"Dumbbell curls"
11064,10,5,15,"Dumbbell rows"
11065,29,5,24,"Towel pull-up"
11066,25,4,21,"Dumbbell curls"
11067,32,5,23,"Crunches"
11068,14,3,12,"Bicycle crunches"
11069,46,5,15,"Incline dumbbell press"
11070,11,4,16,"Chest flyes"
11071,22,4,21,"Russian twists"
11072,41,5,23,"Bicep Curls"
11073,11,4,22,"Close-grip bench press"
11074,34,4,17,"Hammer curl"
11075,24,5,21,"Wrist curl"
11076,10,4,15,"Leg extensions"
11077,9,5,15,"Cable crossovers"
11078,1,3,12,"Leg raises"
11079,27,5,24,"Incline cable crossovers"
11080,20,5,22,"Chest flyes"
11081,27,5,16,"Crunches"
11082,52,3,20,"Donkey kicks"
11083,43,5,17,"Leg press"
11084,23,4,16,"Dumbbell flyes"
11085,28,4,24,"Chest flyes"
11086,2,5,16,"Triceps dips"
11087,47,4,23,"Overhead triceps extensions"
11088,47,4,24,"Cable crossovers"
11089,9,5,20,"Decline cable crossovers"
11090,40,3,20,"Overhead triceps extensions"
11091,6,5,22,"Standing calf raises"
11092,49,5,16,"Pull-ups"
11093,41,3,12,"Dumbbell flyes"
11094,41,5,16,"Leg extensions"
11095,36,4,15,"Leg curls"
11096,14,5,20,"Incline cable crossovers"
11097,21,4,18,"Incline dumbbell press"
11098,23,4,23,"Plank"
11099,48,4,24,"Plank"
11100,16,4,15,"Barbell hip thrusts"
11101,19,5,21,"Leg curls"
11102,49,5,17,"Decline dumbbell press"
11103,25,3,12,"Cable crossovers"
11104,47,4,17,"Plank"
11105,6,5,23,"Leg curls"
11106,54,5,20,"Donkey kicks"
11107,49,4,24,"Decline cable crossovers"
11108,6,5,22,"Barbell rows"
11109,35,5,20,"Plate pinch"
11110,7,4,25,"Bent-over rows"
11111,45,5,17,"Decline dumbbell press"
11112,36,4,21,"Leg curls"
11113,47,4,18,"Face pulls"
11114,4,4,20,"Chest flyes"
11115,37,5,22,"Barbell rows"
11116,45,4,22,"Romanian deadlifts"
11117,17,5,25,"Leg curls"
11118,35,5,15,"Overhead triceps extensions"
11119,20,4,16,"Barbell hip thrusts"
11120,14,5,17,"Preacher curls"
11121,41,5,25,"Seated calf raises"
11122,28,4,21,"Incline dumbbell press"
11123,9,5,19,"Hammer curl"
11124,39,3,15,"Concentration curls"
11125,42,4,16,"Seated cable rows"
11126,8,5,18,"Leg curls"
11127,42,5,18,"Military press"
11128,24,3,12,"Decline dumbbell flyes"
11129,31,4,25,"Incline dumbbell press"
11130,13,4,18,"Triceps pushdowns"
11131,1,4,20,"Donkey kicks"
11132,39,4,19,"Donkey kicks"
11133,55,4,23,"Leg raises"
11134,51,4,15,"Fat grip dumbbell curl"
11135,29,5,25,"Plate pinch"
11136,51,5,21,"Standing calf raises"
11137,30,4,16,"Leg curls"
11138,31,4,20,"Seated cable rows"
11139,19,5,21,"Fat grip dumbbell curl"
11140,41,5,19,"Russian twists"
11141,3,5,23,"Plank"
11142,32,4,15,"Concentration curls"
11143,13,4,20,"Bent-over rows"
11144,15,4,17,"Hyperextensions"
11145,10,4,23,"Leg press"
11146,43,3,12,"Dumbbell rows"
11147,40,5,21,"Decline cable crossovers"
11148,27,3,12,"Russian twists"
11149,18,4,22,"Towel pull-up"
11150,42,5,22,"Leg curls"
11151,45,4,21,"Triceps pushdowns"
11152,50,4,24,"Decline dumbbell flyes"
11153,13,4,19,"Incline dumbbell press"
11154,7,5,19,"Preacher curls"
11155,1,4,15,"Hammer curl"
11156,6,4,23,"Wrist curl"
11157,44,5,17,"Crunches"
11158,9,4,22,"Barbell rows"
11159,53,5,23,"Dumbbell curls"
11160,42,5,20,"Bicep Curls"
11161,45,5,23,"Bicycle crunches"
11162,13,4,21,"Face pulls"
11163,26,5,24,"Overhead triceps extensions"
11164,22,5,16,"Close-grip bench press"
11165,23,4,19,"Barbell squats"
11166,42,4,17,"Decline cable crossovers"
11167,26,5,22,"Close-grip bench press"
11168,31,5,16,"Close-grip bench press"
11169,25,4,25,"Fat grip dumbbell curl"
11170,51,5,23,"Triceps pushdowns"
11171,16,4,12,"Dumbbell curls"
11172,28,4,25,"Incline dumbbell press"
11173,40,5,21,"Seated calf raises"
11174,22,5,18,"Decline cable crossovers"
11175,14,5,24,"Incline dumbbell press"
11176,51,5,24,"Leg press"
11177,31,3,12,"Dumbbell flyes"
11178,51,5,20,"Leg raises"
11179,18,5,25,"Wrist extension"
11180,54,4,19,"Triceps dips"
11181,25,5,19,"Seated calf raises"
11182,29,5,25,"Barbell curls"
11183,52,4,19,"Military press"
11184,42,5,15,"Wrist extension"
11185,16,5,15,"Crunches"
11186,6,4,18,"Bicep Curls"
11187,29,3,20,"Hyperextensions"
11188,7,4,24,"Dumbbell curls"
11189,35,4,15,"Plank"
11190,25,4,24,"Face pulls"
11191,21,5,21,"Incline cable crossovers"
11192,30,3,12,"Concentration curls"
11193,46,4,16,"Plate pinch"
11194,12,4,16,"Dumbbell curls"
11195,44,4,20,"Preacher curls"
11196,34,5,16,"Decline cable crossovers"
11197,45,4,18,"Leg press"
11198,11,4,23,"Decline dumbbell flyes"
11199,36,5,23,"Incline dumbbell flyes"
11200,12,4,20,"Decline dumbbell flyes"
11201,44,3,12,"Hammer curl"
11202,47,5,18,"Bicycle crunches"
11203,16,4,21,"Bird dog"
11204,43,4,25,"Plank"
11205,9,3,12,"Incline dumbbell flyes"
11206,45,5,18,"Barbell rows"
11207,36,5,20,"Leg extensions"
11208,33,4,20,"Hyperextensions"
11209,23,5,19,"Leg raises"
11210,34,5,21,"Decline cable crossovers"
11211,14,4,17,"Dumbbell curls"
11212,20,5,25,"Dumbbell front raises"
11213,55,4,16,"Seated cable rows"
11214,47,4,22,"Decline dumbbell press"
11215,7,4,23,"Towel pull-up"
11216,29,4,15,"Barbell curls"
11217,12,4,25,"Pull-ups"
11218,54,4,24,"Skull crushers"
11219,44,4,23,"Cable crossovers"
11220,40,4,21,"Plank"
11221,28,4,16,"Bicycle crunches"
11222,54,5,22,"Plate pinch"
11223,43,4,19,"Crunches"
11224,51,4,15,"Barbell hip thrusts"
11225,31,4,15,"Towel pull-up"
11226,15,5,15,"Barbell rows"
11227,51,4,21,"Fat grip dumbbell curl"
11228,37,5,24,"Incline cable crossovers"
11229,3,5,22,"Barbell squats"
11230,29,5,19,"Hammer curl"
11231,13,5,16,"Bicycle crunches"
11232,28,5,15,"Bicycle crunches"
11233,28,4,15,"Military press"
11234,3,5,20,"Incline cable crossovers"
11235,33,5,20,"Dumbbell front raises"
11236,46,5,16,"Close-grip bench press"
11237,50,5,16,"Skull crushers"
11238,18,4,18,"Triceps pushdowns"
11239,39,4,15,"Close-grip bench press"
11240,54,4,15,"Hammer curl"
11241,40,5,25,"Chest flyes"
